iter	RMSE
321	1.756296879
322	1.754739622
323	1.75436602
324	1.753942603
325	1.753806826
326	1.753548346
327	1.752627859
328	1.752361253
329	1.752328656
330	1.751747145
331	1.751346857
332	1.751096991
333	1.750291167
334	1.74991554
335	1.749673642
336	1.749557921
337	1.749046462
338	1.748534072
339	1.748287727
340	1.743786488
341	1.743766196
342	1.743518893
343	1.741609729
344	1.741237001
345	1.734422143
346	1.733220469
347	1.732757833
348	1.731409399
349	1.730994163
350	1.730709857
351	1.730085556
352	1.72808549
353	1.727417579
354	1.72611054
355	1.72580339
356	1.724356049
357	1.722036068
358	1.72122394
359	1.720441867
360	1.718920918
361	1.718795022
362	1.717799307
363	1.714666086
364	1.714448971
365	1.714311054
366	1.713997402
367	1.713895174
368	1.713588943
369	1.712735341
370	1.708918529
371	1.708525873
372	1.707630826
373	1.705994342
374	1.705483875
375	1.705407027
376	1.703235213
377	1.702947217
378	1.702215978
379	1.6991741
380	1.698103739
381	1.69766246
382	1.697513032
383	1.697265561
384	1.697187767
385	1.697105312
386	1.696791383
387	1.69670379
388	1.695863542
389	1.6957392
390	1.695140936
391	1.693701342
392	1.693299139
393	1.692574281
394	1.692270604
395	1.691033057
396	1.690199552
397	1.689879742
398	1.689628767
399	1.689571396
400	1.688983716
401	1.688888065
402	1.685875405
403	1.684842749
404	1.684681596
405	1.684446267
406	1.683729643
407	1.681882135
408	1.675854909
409	1.675782129
410	1.675201771
411	1.674009449
412	1.673544508
413	1.672840978
414	1.672635094
415	1.672027816
416	1.67170441
417	1.671437313
418	1.671333239
419	1.671192043
420	1.670449316
421	1.669781642
422	1.669730938
423	1.66947837
424	1.669292876
425	1.668487101
426	1.668265652
427	1.667843382
428	1.666905523
429	1.666828538
430	1.665349836
431	1.662685253
432	1.661300642
433	1.661213511
434	1.659434439
435	1.658412714
436	1.657182737
437	1.65617507
438	1.655844312
439	1.655785935
440	1.655473569
441	1.655407534
442	1.653755098
443	1.653703932
444	1.653632965
445	1.652946314
446	1.652733613
447	1.652537362
448	1.652198931
449	1.651556335
450	1.651410307
451	1.650913317
452	1.650855467
453	1.650717188
454	1.650012622
455	1.649899647
456	1.64983598
457	1.649665953
458	1.648783133
459	1.648431602
460	1.648272967
461	1.64819301
462	1.64806159
463	1.646757146
464	1.645768634
465	1.645716503
466	1.644965224
467	1.644285443
468	1.644227291
469	1.638791592
470	1.638017494
471	1.637905464
472	1.63776593
473	1.637411185
474	1.636933601
475	1.636553934
476	1.636161889
477	1.635966193
478	1.635905624
479	1.635547592
480	1.634233157
481	1.633488522
482	1.632601864
483	1.632554569
484	1.632513117
485	1.632310922
486	1.631186749
487	1.631089012
488	1.630996026
489	1.630890782
490	1.630645728
491	1.630526297
492	1.63046469
493	1.630115808
494	1.629366838
495	1.627849182
496	1.626822246
497	1.625925059
498	1.625786806
499	1.625685457
